"","Progress","Age","Gender","Ethnicity","Education","Marital","Employment","Purpose","FreqUse","Nationality","ucla_1","ucla_2","ucla_3","ucla_4","ucla_5","ucla_6","ucla_7","ucla_8","ucla_9","ucla_10","ucla_11","ucla_12","ucla_13","ucla_14","ucla_15","ucla_16","ucla_17","ucla_18","ucla_19","ucla_20","OCI_1","OCI_2","OCI_3","OCI_4","OCI_5","OCI_6","OCI_7","OCI_8","OCI_9","OCI_10","OCI_11","OCI_12","OCI_13","OCI_14","OCI_15","OCI_16","OCI_17","OCI_18","OCI_19","OCI_20","OCI_21","OCI_22","OCI_23","OCI_24","OCI_25","OCI_26","OCI_27","OCI_28","OCI_29","OCI_30","OCI_31","OCI_32","OCI_33","OCI_34","OCI_35","OCI_36","OCI_socsup","OCI_dep","OCI_imp","OCI_att","Ucla_score","OCI_score","Purpose_G"
"330",100,25,2,1,4,2,1,"1,2,3,4,5,6,8,9",6,2,2,4,3,2,1,2,4,3,1,3,3,4,3,4,2,1,3,4,2,1,7,6,5,6,4,5,6,4,6,7,5,2,5,6,4,7,5,6,5,6,7,5,6,4,5,6,7,6,7,6,5,6,5,6,5,6,73,31,52,43,52,199,7
"331",100,35,2,4,5,3,3,"2,3,4,5,6,7,8,9",6,2,2,4,2,4,2,1,2,3,1,2,4,3,4,3,1,2,4,3,1,2,7,5,7,6,5,7,6,4,6,7,5,2,5,6,7,5,6,5,6,5,6,5,6,5,6,5,7,6,5,6,5,6,5,6,5,6,74,32,56,40,50,202,7
"332",100,29,2,1,4,2,4,"2,3,4,5,6,8,9",5,2,1,3,4,3,1,2,4,3,1,2,2,3,4,3,1,2,4,2,2,1,6,3,4,6,5,7,6,4,7,5,6,3,7,6,7,5,6,7,6,5,6,5,7,6,7,6,7,6,7,6,5,7,6,7,6,7,76,34,58,44,48,212,7
"333",100,22,2,2,1,2,6,"1,3,4,5,6,9",5,2,2,4,2,3,1,2,2,3,3,1,3,4,3,4,2,1,3,4,2,1,6,7,4,5,7,6,5,7,6,5,7,2,5,7,4,5,7,6,7,6,7,6,7,5,7,6,7,5,7,6,5,7,6,5,6,5,75,38,54,44,50,211,7
"334",100,28,2,1,4,1,1,"4,5,8,9",5,2,2,2,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,3,2,3,5,3,5,5,5,6,6,6,5,4,2,5,5,6,5,5,5,6,4,3,3,5,3,6,5,2,5,5,5,5,5,5,3,5,2,4,66,24,43,31,47,164,6
"335",100,37,2,1,1,3,1,"2,3,5,6,9",4,2,1,3,4,2,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,5,3,6,4,6,5,3,4,6,5,4,6,5,3,5,4,6,5,6,4,5,6,5,4,5,6,5,4,5,4,6,5,6,5,6,5,64,29,51,33,50,177,7
"336",100,33,2,1,3,4,1,"2,3,4,5,9",5,2,2,4,2,4,2,1,2,3,1,2,4,2,3,2,2,3,3,2,2,3,6,3,5,4,6,5,6,4,6,3,5,4,6,4,3,5,5,3,5,6,4,5,4,5,4,5,4,6,5,6,4,5,6,5,6,5,64,27,44,38,49,173,7
"337",100,21,2,1,1,2,6,"1,2,4,5,6,8,9",6,2,3,3,2,2,2,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,6,3,5,4,6,3,4,6,5,4,6,3,6,4,5,4,6,5,6,4,5,4,6,3,5,4,5,6,5,6,5,6,5,6,4,5,63,25,50,37,51,175,7
"3381",100,32,2,1,5,2,1,"1,2,4,5,8,9",6,2,1,2,2,2,1,2,2,2,1,1,2,2,3,2,1,1,2,3,1,2,5,3,5,3,3,5,5,5,2,4,2,5,6,6,5,5,5,5,4,2,2,5,3,6,3,2,6,6,2,5,5,5,4,6,2,3,60,22,38,30,35,150,7
"339",100,25,2,3,1,2,2,"1,2,3,5,6",6,2,2,4,3,4,3,2,2,3,3,1,3,2,3,2,2,3,3,2,1,2,6,5,3,4,6,3,4,6,5,3,4,2,5,4,5,6,5,6,5,6,5,6,5,6,4,5,6,5,4,5,4,6,5,6,5,6,62,31,46,37,50,176,4
"3401",100,31,2,2,4,1,1,"2,4,5,6,8,9",5,2,2,2,3,2,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,6,3,4,6,5,3,4,6,5,3,4,2,5,6,5,6,5,6,5,6,5,6,3,4,6,5,6,4,5,6,5,6,5,6,5,4,66,27,45,38,49,176,7
"3411",100,25,2,1,4,2,1,"2,4,5,6,8,9",5,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,5,5,5,5,4,3,3,6,3,4,3,4,5,6,5,5,3,6,5,3,3,5,3,5,4,4,5,5,3,3,5,3,4,6,3,2,61,25,39,26,38,151,7
"342",100,38,2,4,4,1,1,"2,4,5,7,8,9",5,2,1,2,2,2,1,2,2,4,1,1,2,2,3,2,1,2,2,2,1,1,6,2,3,3,3,4,5,5,2,3,2,5,5,5,6,4,3,3,3,2,2,4,3,6,3,2,5,6,2,2,2,2,2,6,3,2,49,21,35,21,36,126,7
"3431",100,21,2,1,4,2,6,"1,5,6,9",5,2,1,1,1,2,1,1,1,2,1,2,1,3,2,2,1,1,2,2,1,1,6,2,4,5,5,5,4,6,4,5,5,5,4,6,5,6,6,5,4,3,4,5,5,6,5,3,6,6,5,5,5,5,3,6,3,2,62,26,48,33,29,169,7
"344",100,23,2,1,3,3,4,"3",4,2,2,2,3,3,2,2,3,2,2,2,3,3,2,3,2,2,3,3,3,2,3,3,2,2,1,1,2,2,2,2,1,6,4,3,1,1,2,1,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,1,1,27,14,20,15,49,76,1
"3451",100,25,2,1,2,1,6,"3",3,2,2,2,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,2,2,1,1,4,3,1,3,2,1,2,1,1,5,1,7,1,2,2,1,1,2,2,2,1,2,7,1,1,2,2,2,2,2,2,2,2,2,28,15,20,13,51,76,1
"346",100,21,2,1,1,2,6,"1,2,4,6",6,2,2,4,3,2,1,2,2,3,3,2,2,3,2,3,3,2,1,2,2,3,6,3,4,6,5,3,4,6,5,3,4,3,6,4,5,6,5,6,5,6,4,5,6,5,6,5,6,5,6,5,4,6,5,4,6,5,64,31,44,39,47,178,7
"347",100,31,2,1,3,2,2,"1,2",3,2,4,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,3,2,2,4,4,3,5,4,5,4,5,2,2,6,4,4,2,4,4,2,4,4,4,5,2,3,5,3,2,5,3,3,5,2,2,4,3,5,50,22,37,21,49,130,1
"3481",100,33,2,1,2,2,3,"1",4,2,3,3,4,3,1,3,2,2,2,2,2,4,3,2,3,3,4,1,3,3,2,1,3,3,3,3,4,5,4,3,4,3,2,3,3,4,3,4,4,4,4,4,4,3,2,3,4,4,3,3,2,3,3,2,2,4,43,16,32,24,53,115,1
"349",100,32,2,1,2,1,2,"1,3",3,2,2,4,4,4,3,1,3,2,4,1,2,4,4,2,1,3,4,2,3,1,3,3,2,2,2,2,1,3,3,5,4,5,3,3,4,3,3,3,4,4,3,4,4,4,2,3,2,2,4,4,4,3,6,2,3,3,37,20,33,25,54,115,1
"350",100,28,2,1,3,2,3,"2,3",4,2,1,4,2,4,2,2,3,3,2,1,3,4,3,3,4,3,4,4,1,2,2,6,1,3,4,3,5,4,4,3,3,4,5,4,4,4,4,6,1,5,3,5,4,4,4,4,4,4,5,4,5,6,2,3,4,5,48,27,36,30,55,141,1
"351",100,34,2,1,2,1,3,"2,3",3,2,3,2,4,2,3,3,2,3,4,2,2,1,2,3,2,3,2,1,3,2,2,4,4,4,4,2,4,6,1,1,3,3,5,6,3,6,2,3,4,5,5,5,4,4,3,4,5,5,5,4,4,3,4,5,5,5,51,25,35,31,49,142,1
"352",100,31,2,1,2,2,1,"1,3",3,2,1,2,2,1,2,2,2,3,3,2,3,2,2,3,3,4,1,2,3,3,2,4,5,4,3,4,5,6,1,2,2,5,3,5,5,2,4,5,3,5,1,5,3,5,4,4,5,2,4,5,5,2,3,6,5,4,50,26,36,26,46,138,1
"353",100,33,2,1,2,2,2,"1,3",4,2,2,1,2,2,4,4,1,1,3,3,2,2,2,2,4,4,2,2,3,3,2,5,1,2,3,5,5,7,3,5,3,3,6,2,2,3,4,4,4,2,5,5,1,2,2,4,5,5,2,6,6,4,4,5,5,6,52,20,38,28,49,138,1
"354",100,28,2,1,3,3,2,"1,3",4,2,3,3,1,3,2,2,2,3,2,2,3,2,2,3,3,2,2,3,3,2,5,5,4,4,5,4,4,5,3,5,6,3,2,2,5,5,5,5,2,5,6,5,5,2,3,6,4,6,4,5,4,5,3,4,5,4,51,25,47,32,48,155,1
"355",100,36,2,1,4,1,1,"2,4,5,9",4,2,1,2,2,2,1,1,2,3,1,1,3,2,3,2,1,2,2,3,1,2,5,2,3,5,4,5,5,6,2,3,3,4,5,3,5,5,5,5,2,2,2,5,2,5,5,2,5,6,3,3,5,5,5,6,4,3,53,23,40,29,37,145,7
"356",100,24,1,2,3,2,1,"2,3,4,5,6,7,8,9",6,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,3,2,2,6,3,3,5,5,6,6,6,4,3,4,5,5,6,6,5,6,5,5,3,3,5,4,5,5,2,6,6,4,4,6,6,3,6,2,2,65,24,45,32,37,166,7
"357",100,36,2,1,3,1,5,"4,5,8,9",5,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,3,1,2,5,5,3,5,4,5,5,6,3,3,3,5,6,5,5,5,6,6,3,1,2,5,2,6,2,1,6,6,2,5,5,5,3,6,4,4,58,24,43,28,36,153,6
"358",100,35,2,1,3,1,5,"3,4,5,7,8,9",6,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,6,2,3,3,3,6,6,6,3,4,2,4,4,6,6,6,6,6,3,2,3,6,4,6,5,2,6,6,2,2,2,2,2,5,2,2,59,25,38,22,37,144,7
"359",100,24,2,1,4,2,1,"1,2,3,4,5,9",4,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,4,4,2,2,5,2,2,2,2,4,4,3,4,4,2,4,4,5,2,2,2,4,2,2,2,4,2,3,5,2,5,5,2,6,4,3,5,3,2,1,45,18,24,28,56,115,7
"360",100,29,2,1,4,2,1,"1,2,5,6,8,9",5,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,5,3,3,3,3,5,5,5,1,3,2,4,6,3,5,4,4,6,3,1,2,5,3,6,3,1,5,5,2,2,3,3,3,5,2,2,50,22,33,21,31,126,7
"361",100,41,2,1,4,1,1,"2,4,5,8,9",5,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,4,3,5,5,3,5,5,5,2,3,2,4,6,5,4,5,4,6,2,2,2,3,3,6,5,2,5,6,2,3,3,3,3,6,2,2,55,22,35,24,31,136,7
